business_legal_name,license_type,license_designation,premise_city,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,business_website,business_dba_name,data_refreshed_date,premise_latitude,premise_longitude,premise_county,premise_street_address,premise_zip_code
Rutland Craft Cannabis LTD Co,"
SCLT0001
",Adult-Use,"Brandon, MB, Canada",0,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Rutland Craft Cannabis LTD Co,2023-04-25T08:24:42.203784,49.8437486,-99.95148069999999,,"Brandon, MB, Canada","Brandon, MB, Canada"
Doh Yey Smokieez,"
SCLT0005
",Adult-Use,"Bristol, UK",1,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Doh Yey Smokieez,2023-04-25T08:24:42.203784,51.454513,-2.58791,Bristol City,"Bristol, UK","Bristol, UK"
Epona Farms LLC,"
SCLT0015
",Adult-Use,"Salisbury, UK",2,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Epona Farms LLC,2023-04-25T08:24:42.203784,51.068785,-1.794472,Wiltshire,"Salisbury, UK","Salisbury, UK"
Valley Organics LLC,"
SCLT0004
",Adult-Use,"Jeffersonville, IN, USA",3,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Valley Organics LLC,2023-04-25T08:24:42.203784,38.2775702,-85.7371847,Clark County,"Jeffersonville, IN, USA","Jeffersonville, IN, USA"
"Clover Hill Cannabis, LLC","
SCLT0009
",Adult-Use,Strafford,4,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"Clover Hill Cannabis, LLC",2023-04-25T08:24:42.203784,43.8356198,-72.3662166,Orange County,South Strafford,VT
Duke's Diesel LLP,"
SCLT0013
",Adult-Use,"Essex, UK",5,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Duke's Diesel LLP,2023-04-25T08:24:42.203784,51.57424469999999,0.4856781,Essex,"Essex, UK","Essex, UK"
"VT Green Castle Reserve, LLC (DBA - VT Green Castle)","
SCLT0023
",Adult-Use,,6,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"VT Green Castle Reserve, LLC (DBA - VT Green Castle)",2023-04-25T08:24:42.203784,,,,,
"Craft Cannabis of Vermont, LLC","
SCLT0038
",Adult-Use,VT 05301,7,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"Craft Cannabis of Vermont, LLC",2023-04-25T08:24:42.203784,42.8509152,-72.5578678,Windham County,Brattleboro,USA
"Justin's Craft Cannabis, LLC","
SCLT0016
",Adult-Use,,8,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"Justin's Craft Cannabis, LLC",2023-04-25T08:24:42.203784,,,,,
Emerald Rose Farms LLC,"
SCLT0020
",Adult-Use,"3048 Valmont Rd, Boulder, CO 80301, USA",9,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Emerald Rose Farms LLC,2023-04-25T08:24:42.203784,40.0288904,-105.2527622,Boulder County,"3048 Valmont Rd, Boulder, CO 80301, USA","3048 Valmont Rd, Boulder, CO 80301, USA"
Emerald Visions LLC,"
SCLT0018
",Adult-Use,VT 05440,10,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Emerald Visions LLC,2023-04-25T08:24:42.203784,44.9750541,-73.30022389999999,Grand Isle County,Alburgh,USA
Top 1 Co.,"
SCLT0080
",Adult-Use,"Williston, ND 58801, USA",11,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Top 1 Co.,2023-04-25T08:24:42.203784,48.1469683,-103.6179745,Williams County,"Williston, ND 58801, USA","Williston, ND 58801, USA"
The Dank Closet,"
SCLT0136
",Adult-Use,"Barton County, KS, USA",12,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,The Dank Closet,2023-04-25T08:24:42.203784,38.5000699,-98.6600586,Barton County,"Barton County, KS, USA","Barton County, KS, USA"
"VVS Labs, LLC","
SCLT0062
",Adult-Use,Hartford,13,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"VVS Labs, LLC",2023-04-25T08:24:42.203784,43.6489596,-72.3192579,Windsor County,White River Junction,VT
"Birdman Inc, Birdman Vermont","
SCLT0056
",Adult-Use,,14,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"Birdman Inc, Birdman Vermont",2023-04-25T08:24:42.203784,,,,,
Phyto Physic LLC,"
SCLT0109
",Adult-Use,,15,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Phyto Physic LLC,2023-04-25T08:24:42.203784,,,,,
RootLand Cannabis LLC,"
SCLT0135
",Adult-Use,,16,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,RootLand Cannabis LLC,2023-04-25T08:24:42.203784,,,,,
BIG Intelligence Group,"
SCLT0104
",Adult-Use,"Worcester, MA, USA",17,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,BIG Intelligence Group,2023-04-25T08:24:42.203784,42.2625932,-71.8022934,Worcester County,"Worcester, MA, USA","Worcester, MA, USA"
Cognizant Sparks LLC,"
SCLT0187
",Adult-Use,,18,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Cognizant Sparks LLC,2023-04-25T08:24:42.203784,,,,,
Mad River Terps LLC,"
SCLT0086
",Adult-Use,VT,19,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Mad River Terps LLC,2023-04-25T08:24:42.203784,44.2272782,-73.05734269999999,Addison County,Starksboro,USA
RockLake,"
SCLT0108
",Adult-Use,"155 Academy Ave, Greenwood, SC 29646, USA",20,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,RockLake,2023-04-25T08:24:42.203784,34.1771351,-82.1549043,Greenwood County,"155 Academy Ave, Greenwood, SC 29646, USA","155 Academy Ave, Greenwood, SC 29646, USA"
Green Mountain Dreams LLC; Green Mountain Dreams,"
SCLT0118
",Adult-Use,,21,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Green Mountain Dreams LLC; Green Mountain Dreams,2023-04-25T08:24:42.203784,,,,,
Green Fish Family Farm LLC,"
SCLT0145
",Adult-Use,,22,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Green Fish Family Farm LLC,2023-04-25T08:24:42.203784,,,,,
SA Cultivation LLC,"
SCLT0134
",Adult-Use,"Plymouth, MA, USA",23,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,SA Cultivation LLC,2023-04-25T08:24:42.203784,41.9584457,-70.6672621,Plymouth County,"Plymouth, MA, USA","Plymouth, MA, USA"
Crescent Moon Farm LLC,"
SCLT0151
",Adult-Use,Burke,24,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Crescent Moon Farm LLC,2023-04-25T08:24:42.203784,44.64144170000001,-71.978707,Caledonia County,West Burke,05871
Dedicated,"
SCLT0137
",Adult-Use,VT,25,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Dedicated,2023-04-25T08:24:42.203784,44.2056098,-73.2462341,Addison County,Ferrisburgh,USA
Florist VT LLC,"
SCLT0103
",Adult-Use,VT,26,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Florist VT LLC,2023-04-25T08:24:42.203784,44.2272782,-73.05734269999999,Addison County,Starksboro,USA
DBC LLC; High Altitude Cannabis (DBA),"
SCLT0162
",Adult-Use,"Hardwick, MA, USA",27,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,DBC LLC; High Altitude Cannabis (DBA),2023-04-25T08:24:42.203784,42.3490548,-72.1986558,Worcester County,"Hardwick, MA, USA","Hardwick, MA, USA"
Verdiggity Living Organics LLC,"
SCLT0153
",Adult-Use,"Manchester, UK",28,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Verdiggity Living Organics LLC,2023-04-25T08:24:42.203784,53.4807593,-2.2426305,Greater Manchester,"Manchester, UK","Manchester, UK"
King Cola LLC,"
SCLT0161
",Adult-Use,"Williamstown, MA 01267, USA",29,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,King Cola LLC,2023-04-25T08:24:42.203784,42.7120196,-73.20368979999999,Berkshire County,"Williamstown, MA 01267, USA","Williamstown, MA 01267, USA"
Northern Green,"
SCLT0194
",Adult-Use,"Colchester, UK",30,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Northern Green,2023-04-25T08:24:42.203784,51.895927,0.8918740000000001,Essex,"Colchester, UK","Colchester, UK"
Grease Line Cannabis,"
SCLT0119
",Adult-Use,"Weathersfield Township, OH, USA",31,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Grease Line Cannabis,2023-04-25T08:24:42.203784,41.1723807,-80.7879407,Trumbull County,"Weathersfield Township, OH, USA","Weathersfield Township, OH, USA"
Choice Terp LLC,"
SCLT0113
",Adult-Use,Highgate,32,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Choice Terp LLC,2023-04-25T08:24:42.203784,44.9385149,-73.0454456,Franklin County,Highgate Center,05459
Green River Cannabis Company,"
SCLT0120
",Adult-Use,"Hyde Park, London, UK",33,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Green River Cannabis Company,2023-04-25T08:24:42.203784,51.5072682,-0.1657303,Greater London,"Hyde Park, London, UK","Hyde Park, London, UK"
Naked Hemp,"
SCLT0201
",Adult-Use,VT,34,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Naked Hemp,2023-04-25T08:24:42.203784,44.5416243,-72.3486803,Caledonia County,Hardwick,USA
Weed Connections,"
SCLT0169
",Adult-Use,"Mendon, MA, USA",35,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Weed Connections,2023-04-25T08:24:42.203784,42.1056525,-71.5522859,Worcester County,"Mendon, MA, USA","Mendon, MA, USA"
OGW Cannabis LLC,"
SCLT0171
",Adult-Use,"Bristol, UK",36,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,OGW Cannabis LLC,2023-04-25T08:24:42.203784,51.454513,-2.58791,Bristol City,"Bristol, UK","Bristol, UK"
Fern's Flowers LLC; Fern's Flowers,"
SCLT0121
",Adult-Use,Cavendish,37,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Fern's Flowers LLC; Fern's Flowers,2023-04-25T08:24:42.203784,43.3910072,-72.63581340000002,Windsor County,Proctorsville,VT
District 802 LLC,"
SCLT0152
",Adult-Use,VT 05301,38,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,District 802 LLC,2023-04-25T08:24:42.203784,42.8509152,-72.5578678,Windham County,Brattleboro,USA
Turkey Hollow Cannabis,"
SCLT0160
",Adult-Use,"3009 Broadway, New York, NY 10027, USA",39,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Turkey Hollow Cannabis,2023-04-25T08:24:42.203784,40.8095133,-73.96339689999999,New York County,"3009 Broadway, New York, NY 10027, USA","3009 Broadway, New York, NY 10027, USA"
Cann Able Farms LLC,"
SCLT0130
",Adult-Use,VT 05440,40,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Cann Able Farms LLC,2023-04-25T08:24:42.203784,44.9750541,-73.30022389999999,Grand Isle County,Alburgh,USA
Heady Righton LLC,"
SCLT0143
",Adult-Use,"Charlotte, NC, USA",41,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Heady Righton LLC,2023-04-25T08:24:42.203784,35.2270869,-80.8431267,Mecklenburg County,"Charlotte, NC, USA","Charlotte, NC, USA"
Tall Truck,"
SCLT0146
",Adult-Use,Danville,42,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Tall Truck,2023-04-25T08:24:42.203784,44.4078953,-72.2104832,Caledonia County,West Danville,05873
Brown Dog Cannabis,"
SCLT0168
",Adult-Use,"Weybridge, UK",43,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Brown Dog Cannabis,2023-04-25T08:24:42.203784,51.3716269,-0.457904,Surrey,"Weybridge, UK","Weybridge, UK"
Tunbridge Roots LLC,"
SCLT0182
",Adult-Use,VT,44,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Tunbridge Roots LLC,2023-04-25T08:24:42.203784,43.9198761,-72.4782827,Orange County,Tunbridge,USA
Four Turtles Farm,"
SCLT0166
",Adult-Use,"Montpellier, France",45,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Four Turtles Farm,2023-04-25T08:24:42.203784,43.610769,3.876716,Hérault,"Montpellier, France","Montpellier, France"
Sunny View Farm LLC,"
SCLT0142
",Adult-Use,Jericho,46,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Sunny View Farm LLC,2023-04-25T08:24:42.203784,31.8611058,35.4617583,,Jericho,Jericho
"Apex Arboretum, LLC; dba Green State Dispensary; dba Upstate Elevator Operators","
SCLT0158
",Adult-Use,,47,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"Apex Arboretum, LLC; dba Green State Dispensary; dba Upstate Elevator Operators",2023-04-25T08:24:42.203784,,,,,
Passion Fruit Farms LLC,"
SCLT0216
",Adult-Use,Essex,48,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Passion Fruit Farms LLC,2023-04-25T08:24:42.203784,44.4905433,-73.11122069999999,Chittenden County,Essex Junction,VT
VTGRN,"
SCLT0149
",Adult-Use,VT,49,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,VTGRN,2023-04-25T08:24:42.203784,44.2272782,-73.05734269999999,Addison County,Starksboro,USA
TCD Enterprises,"
SCLT0208
",Adult-Use,"Newport, RI, USA",50,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,TCD Enterprises,2023-04-25T08:24:42.203784,41.4901024,-71.3128285,Newport County,"Newport, RI, USA","Newport, RI, USA"
Humble Skunk,"
SCLT0191
",Adult-Use,"Westford, MA 01886, USA",51,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Humble Skunk,2023-04-25T08:24:42.203784,42.5792583,-71.4378411,Middlesex County,"Westford, MA 01886, USA","Westford, MA 01886, USA"
Firetower Cannabis LLC,"
SCLT0185
",Adult-Use,,52,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Firetower Cannabis LLC,2023-04-25T08:24:42.203784,,,,,
Monarch Cultivation LLC,"
SCLT0193
",Adult-Use,"East Haven, CT, USA",53,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Monarch Cultivation LLC,2023-04-25T08:24:42.203784,41.2841687,-72.8684565,New Haven County,"East Haven, CT, USA","East Haven, CT, USA"
Sleeper's Garden,"
SCLT0210
",Adult-Use,Jericho,54,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Sleeper's Garden,2023-04-25T08:24:42.203784,31.8611058,35.4617583,,Jericho,Jericho
Cloud 9 THC LLC,"
SCLT0203
",Adult-Use,"East Hardwick, Pontefract WF8, UK",55,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Cloud 9 THC LLC,2023-04-25T08:24:42.203784,53.6617301,-1.2989609,West Yorkshire,"East Hardwick, Pontefract WF8, UK","East Hardwick, Pontefract WF8, UK"
Kingdom Boyz,"
SCLT0218
",Adult-Use,Charleston,56,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Kingdom Boyz,2023-04-25T08:24:42.203784,44.89938799999999,-72.06181099999999,Orleans County,West Charleston,VT
VTegridy Farms,"
SCLT0214
",Adult-Use,"Hardwick, MA, USA",57,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,VTegridy Farms,2023-04-25T08:24:42.203784,42.3490548,-72.1986558,Worcester County,"Hardwick, MA, USA","Hardwick, MA, USA"
High Brix Cannabis Vermont,"
SCLT0219
",Adult-Use,"Hyde Park, London, UK",58,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,High Brix Cannabis Vermont,2023-04-25T08:24:42.203784,51.5072682,-0.1657303,Greater London,"Hyde Park, London, UK","Hyde Park, London, UK"
Hidden Door Cannabis LLC,"
SCLT0211
",Adult-Use,"Castleton, Hope Valley S33, UK",59,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Hidden Door Cannabis LLC,2023-04-25T08:24:42.203784,53.34368139999999,-1.7765105,Derbyshire,"Castleton, Hope Valley S33, UK","Castleton, Hope Valley S33, UK"
802Farmacy LLC,"
SCLT0207
",Adult-Use,"Wolcott, CT 06716, USA",60,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,802Farmacy LLC,2023-04-25T08:24:42.203784,41.6023196,-72.9867718,New Haven County,"Wolcott, CT 06716, USA","Wolcott, CT 06716, USA"
Palm Treez LLC,"
SCLT0217
",Adult-Use,Georgia,61,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Palm Treez LLC,2023-04-25T08:24:42.203784,42.315407,43.35689199999999,,Georgia,Georgia
The Higher Collective,"
SCLT0213
",Adult-Use,"N Middlesex Rd, Middlesex Township, PA 17013, USA",62,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,The Higher Collective,2023-04-25T08:24:42.203784,40.2521717,-77.139805,Cumberland County,"N Middlesex Rd, Middlesex Township, PA 17013, USA","N Middlesex Rd, Middlesex Township, PA 17013, USA"
"High Priestess LLC, High Priestess","
SCLT0224
",Adult-Use,VT 05301,63,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"High Priestess LLC, High Priestess",2023-04-25T08:24:42.203784,42.8509152,-72.5578678,Windham County,Brattleboro,USA
Mr. Tree,"
SCLT0225
",Adult-Use,VT,64,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Mr. Tree,2023-04-25T08:24:42.203784,44.4669941,-73.1709604,Chittenden County,South Burlington,USA
Density,"
SCLT0237
",Adult-Use,,65,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,Density,2023-04-25T08:24:42.203784,,,,,
"
Cosmic Giggle Cannabis LLC
",SCLT0236,Adult-Use,VT,66,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
Cosmic Giggle Cannabis LLC
",2023-04-25T08:24:42.203784,44.3806065,-73.227626,Chittenden County,Shelburne,USA
"
Wookberry Farm LLC
",SCLT0235,Adult-Use,"Fairfax, VA, USA",67,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
Wookberry Farm LLC
",2023-04-25T08:24:42.203784,38.84622359999999,-77.30637329999999,,"Fairfax, VA, USA","Fairfax, VA, USA"
"
Greenmont Craft Cannabis Co
",SCLT0233,Adult-Use,Jericho,68,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
Greenmont Craft Cannabis Co
",2023-04-25T08:24:42.203784,31.8611058,35.4617583,,Jericho,Jericho
 , ,Adult-Use,,69,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,, ,2023-04-25T08:24:42.203784,,,,,
,,Adult-Use,,70,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,,2023-04-25T08:24:42.203784,,,,,
"
Euphoria Cannabis Products LLC
","
CLTV0055
",Adult-Use,VT,71,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
Euphoria Cannabis Products LLC
",2023-04-25T08:24:42.203784,44.4905054,-73.1112433,Chittenden County,Essex,USA
"
Grass Queen, Inc.
","
CLTV0066
",Adult-Use,"Plainfield, IL, USA",72,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
Grass Queen, Inc.
",2023-04-25T08:24:42.203784,41.632223,-88.2120315,Will County,"Plainfield, IL, USA","Plainfield, IL, USA"
"
Bern Living Organics, LLC; Bern Living Organics
","
CLTV0089
",Adult-Use,VT,73,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
Bern Living Organics, LLC; Bern Living Organics
",2023-04-25T08:24:42.203784,44.2056098,-73.2462341,Addison County,Ferrisburgh,USA
"
NEK Gardens
","
CLTV0095
",Adult-Use,"Danville, VA, USA",74,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
NEK Gardens
",2023-04-25T08:24:42.203784,36.5859718,-79.39502279999999,,"Danville, VA, USA","Danville, VA, USA"
"
Subterra Cannabis LLC
","
CLTV0093
",Adult-Use,VT 05301,75,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
Subterra Cannabis LLC
",2023-04-25T08:24:42.203784,42.8509152,-72.5578678,Windham County,Brattleboro,USA
"
Rainbows End Cannabis  or Rainbows End Cannabis LLC
","
CLTV0102
",Adult-Use,"Westminster, London SW1, UK",76,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
Rainbows End Cannabis  or Rainbows End Cannabis LLC
",2023-04-25T08:24:42.203784,51.4974948,-0.1356583,Greater London,"Westminster, London SW1, UK","Westminster, London SW1, UK"
"
Giving Tree Cannabis LLC
","
CLTV0104
",Adult-Use,VT,77,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
Giving Tree Cannabis LLC
",2023-04-25T08:24:42.203784,43.3465552,-73.177286,Rutland County,Pawlet,USA
"
Green Mountain Cannabis North
","
CLTV0083
",Adult-Use,"St Albans, UK",78,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
Green Mountain Cannabis North
",2023-04-25T08:24:42.203784,51.752725,-0.339436,Hertfordshire,"St Albans, UK","St Albans, UK"
"
The Flying Cactus
",CLTV0109,Adult-Use,"Fair Haven, NJ, USA",79,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,"
The Flying Cactus
",2023-04-25T08:24:42.203784,40.3606653,-74.03819469999999,Monmouth County,"Fair Haven, NJ, USA","Fair Haven, NJ, USA"
