license_number,id,business_dba_name,license_type,license_status,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,premise_street_address,premise_county,premise_latitude,premise_longitude,business_phone,business_website,business_email,business_image_url,data_refreshed_date
21724,2087306,The Red Light District,Retail Marijuana Store,Active-Operating,The Red Light District,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,1A,Anchorage,405 E Northern Lights Blvd,Anchorage Municipality,61.19542749999999,-149.8755214,(907) 677-9333,https://alaskaredlight.com/,,,2023-04-24T18:17:38.234745
22091,2088944,Green Raven LLC,Retail Marijuana Store,Active-Operating,Green Raven LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,,,,,,,2023-04-24T18:17:38.234745
22150,2088101,Top Shelf Herbs Of Alaska LLC,Retail Marijuana Store,Active-Operating,Top Shelf Herbs Of Alaska LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,901 Photo Ave Suite A,Anchorage Municipality,61.1946856,-149.9007837,(907) 222-2488,http://www.topshelfherbsofalaska.com/,,,2023-04-24T18:17:38.234745
22294,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Active-Operating,ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ninilchik,99639,14477 Sterling Hwy,Kenai Peninsula Borough,60.0614689,-151.6496524,,,,,2023-04-24T18:17:38.234745
22297,1031682,FOXY ENTERPRISES,Retail Marijuana Store,Active-Operating,FOXY ENTERPRISES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,2158 Old Steese Hwy N,Fairbanks North Star Borough,64.9574786,-147.6205696,,,,,2023-04-24T18:17:38.234745
22327,2090055,Canna Get Happy LLC,Retail Marijuana Store,Active-Operating,Canna Get Happy LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,2321 E Palmer-Wasilla Hwy,Matanuska-Susitna Borough,61.5835122,-149.3936147,(907) 376-2900,http://www.cannagethappyak.com/,,,2023-04-24T18:17:38.234745
22713,2141566,Mile High Alaska,Retail Marijuana Store,Active-Operating,Mile High Alaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,,,,,,,,,2023-04-24T18:17:38.234745
22716,2091408,CANNABLISS,Retail Marijuana Store,Active-Operating,CANNABLISS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,2001 E 5th Ave,Anchorage Municipality,61.2177884,-149.8433809,(907) 770-8940,http://www.cannablissak.com/,,,2023-04-24T18:17:38.234745
22809,2091749,Airport Way Best Bud,Retail Marijuana Store,Active-Operating,Airport Way Best Bud,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,3598 Airport Way,Fairbanks North Star Borough,64.8373687,-147.8111512,(907) 328-0422,https://www.leafly.com/dispensary-info/airport-way-best-bud,,,2023-04-24T18:17:38.234745
23122,2119742,MSB Flight,Retail Marijuana Store,Active-Operating,MSB Flight,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,5675 E Blue Lupine Dr,Matanuska-Susitna Borough,61.5685122,-149.3084193,,,,,2023-04-24T18:17:38.234745
23455,2093844,Hatcher's Grass,Retail Marijuana Store,Active-Operating,Hatcher's Grass,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Palmer,9300 N Palmer-Fishhook Rd,Matanuska-Susitna Borough,61.6902885,-149.2431793,(907) 746-3018,https://www.hatchersgrass.com/,,,2023-04-24T18:17:38.234745
23468,2175652,Green Market,Retail Marijuana Store,Active-Operating,Green Market,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1A,Anchorage,301 E Dimond Blvd,Anchorage Municipality,61.14513530000001,-149.8770866,(907) 312-8420,https://www.akgreengrowcer.org/,,,2023-04-24T18:17:38.234745
23627,2094627,Happy Walrus Enterprises,Retail Marijuana Store,Delegated,Happy Walrus Enterprises,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Point Hope,99766,Agviq St,North Slope Borough,68.3487778,-166.7289245,,,,,2023-04-24T18:17:38.234745
23652,2094860,SupHerb,Retail Marijuana Store,Active-Operating,SupHerb,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,ANCHORAGE,99501,2121 N Post Rd,Anchorage Municipality,61.228151,-149.8412449,,,,,2023-04-24T18:17:38.234745
23694,2094945,Greenstar Flower Outlet,Retail Marijuana Store,Active-Operating,Greenstar Flower Outlet,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Kenai,40593 Kalifornsky Beach Rd,Kenai Peninsula Borough,60.5177552,-151.1983299,(907) 953-7797,,,,2023-04-24T18:17:38.234745
23777,1065302,ARCTIC HERBERY,Retail Marijuana Store,Active-Operating,ARCTIC HERBERY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Cooper Landing,,,,,,,,,2023-04-24T18:17:38.234745
23810,1042820,"FAT TOPS, LLC.",Retail Marijuana Store,Active-Operating,"FAT TOPS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,35975 Kenai Spur Hwy,Kenai Peninsula Borough,60.50192,-151.0785009,(907) 260-2613,http://httpsfattops.com/,,,2023-04-24T18:17:38.234745
23813,2164234,Alaskan Grown Cannabis,Retail Marijuana Store,Active-Operating,Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Utqiagvik,99723,,,,,,,,,2023-04-24T18:17:38.234745
23821,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Active-Operating,Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,317 Muldoon Rd,Anchorage Municipality,61.2202035,-149.7326119,(907) 222-6847,https://www.catalystcannabisco.com/muldoon,,,2023-04-24T18:17:38.234745
23934,2129064,The Depot,Retail Marijuana Store,Active-Operating,The Depot,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Willow,28011 Old Parks Hwy,Matanuska-Susitna Borough,61.7074623,-150.0052947,(907) 495-0711,,,,2023-04-24T18:17:38.234745
23966,2096072,The Honey Pot,Retail Marijuana Store,Active-Operating,The Honey Pot,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit C,North Pole,2364 Badger Rd Unit C,Fairbanks North Star Borough,64.8086471,-147.4052734,(907) 385-0322,http://www.thehoneypot907.com/,,,2023-04-24T18:17:38.234745
24049,2096387,Country Cannabis,Retail Marijuana Store,Active-Operating,Country Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,2323 S Trunk Rd #3,Matanuska-Susitna Borough,61.56097059999999,-149.2691628,(907) 745-4663,http://www.countrycannabisak.com/,,,2023-04-24T18:17:38.234745
24097,1043289,ALASKA HARVEST COMPANY LLC,Retail Marijuana Store,Active-Operating,ALASKA HARVEST COMPANY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,43837 Kalifornsky Beach Rd,Kenai Peninsula Borough,60.48700789999999,-151.153959,(907) 953-3466,http://alaskaharvestcompany.com/,,,2023-04-24T18:17:38.234745
24238,2098019,Ganja Guys of Alaska,Retail Marijuana Store,Active-Operating,Ganja Guys of Alaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,101 E International Airport Rd,Anchorage Municipality,61.17395699999999,-149.8826951,(907) 206-4420,https://www.akganjaguys.com/,,,2023-04-24T18:17:38.234745
24383,2098768,Primo,Retail Marijuana Store,Active-Operating,Primo,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Space 105,Anchorage,12870 Old Seward Hwy Suite 105,Anchorage Municipality,61.10356729999999,-149.8588401,(907) 336-2837,https://www.primoak.com/,,,2023-04-24T18:17:38.234745
24541,2097118,Releaf,Retail Marijuana Store,Active-Pending Inspection,Releaf,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit A,Anchorage,910 W International Airport Rd,Anchorage Municipality,61.17325659999999,-149.9007589,(907) 250-5453,http://www.releafak.com/,,,2023-04-24T18:17:38.234745
24870,2122396,High-Mark Cannabis,Retail Marijuana Store,Active-Operating,High-Mark Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,3807 W Machen Rd,,61.5850296,-149.546051,(907) 357-8742,http://www.highmarkalaska.com/,,,2023-04-24T18:17:38.234745
25169,2102968,Green Degree's Cannabis Bar,Retail Marijuana Store,Delegated,Green Degree's Cannabis Bar,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,2421 Spenard Rd,Anchorage Municipality,61.19999719999999,-149.9066548,,,,,2023-04-24T18:17:38.234745
25190,2101719,Alaskan coffee pot,Retail Marijuana Store,Active-Operating,Alaskan coffee pot,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,2219 Dunn St,Juneau City and Borough,58.36585619999999,-134.5918604,(907) 523-9333,https://www.alaskancoffeepot.com/,,,2023-04-24T18:17:38.234745
25309,2104068,Voodoo Cannabis Company,Retail Marijuana Store,Active-Operating,Voodoo Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,anchorage,99501,930 Gambell St,Anchorage Municipality,61.2130674,-149.8714624,(907) 865-8889,http://voodooalaska.com/,,,2023-04-24T18:17:38.234745
25324,2104183,Alaskan Grown Cannabis,Retail Marijuana Store,Active-Operating,Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Dillingham,99576,213 West A Street,Dillingham Census Area,59.0385025,-158.4646386,,http://www.akgrowncannabis.com/,,,2023-04-24T18:17:38.234745
25442,2105381,Alaskan Originals,Retail Marijuana Store,Active-Operating,Alaskan Originals,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,3591 Vine Rd,,61.5420506,-149.600801,(907) 357-4092,,,,2023-04-24T18:17:38.234745
25902,2108036,Tl'oh Suu by Green Degree,Retail Marijuana Store,Active-Operating,Tl'oh Suu by Green Degree,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Northway,99764,,,,,,,,,2023-04-24T18:17:38.234745
26251,1035647,GOODSINSE LLC,Retail Marijuana Store,Active-Operating,GOODSINSE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,29 College Rd STE 8C,Fairbanks North Star Borough,64.8504069,-147.7055773,(907) 328-2902,https://goodsinsecannabis.com/,,,2023-04-24T18:17:38.234745
26721,2111965,Mr. Budd,Retail Marijuana Store,Delegated,Mr. Budd,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Palmer,,,,,,,,,2023-04-24T18:17:38.234745
27096,1033365,GREEN DEGREE,Retail Marijuana Store,Active-Operating,GREEN DEGREE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,2888 S Clapp St,,61.55022999999999,-149.5403568,(907) 376-3155,http://www.greendegree.net/,,,2023-04-24T18:17:38.234745
27199,2114743,"Green Jar Palmer, LLC",Retail Marijuana Store,Delegated,"Green Jar Palmer, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 420,Palmer,,,,,,,,,2023-04-24T18:17:38.234745
27317,2115576,Talkeetna Connection,Retail Marijuana Store,Delegated,Talkeetna Connection,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,,,,,,,,,2023-04-24T18:17:38.234745
27522,2116208,The Connoisseur Lounge,Retail Marijuana Store,Active-Operating,The Connoisseur Lounge,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,226 Evergreen Ave,Matanuska-Susitna Borough,61.5991894,-149.1175257,(907) 746-4200,http://theconnoisseurlounge.net/,,,2023-04-24T18:17:38.234745
27532,2111699,Alaska Vibes,Retail Marijuana Store,Active-Pending Inspection,Alaska Vibes,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,,,,,,,,,2023-04-24T18:17:38.234745
28012,1054744,THE MASON JAR LLC,Retail Marijuana Store,Active-Operating,THE MASON JAR LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,,,,,,,,,2023-04-24T18:17:38.234745
28093,1036588,THE HOUSE OF GREEN,Retail Marijuana Store,Active-Pending Inspection,THE HOUSE OF GREEN,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,3105 Minnesota Dr,Anchorage Municipality,61.1913952,-149.9125708,(907) 929-3105,https://www.houseofgreenak.com/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=anchorage_gbp,,,2023-04-24T18:17:38.234745
28899,2125467,worner brothers outpost,Retail Marijuana Store,Active-Operating,worner brothers outpost,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sterling,99672,33590 Sterling Hwy,Kenai Peninsula Borough,60.5368602,-150.7537605,(907) 420-4882,https://www.wornerbrothersak.com/,,,2023-04-24T18:17:38.234745
28917,2125636,Back Alley Vapes,Retail Marijuana Store,Active-Operating,Back Alley Vapes,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite D,kenai,51698 Kenai Spur Hwy,Kenai Peninsula Borough,60.7284411,-151.3049778,(907) 215-0222,https://dutchie.com/stores/back-alley-vapes,,,2023-04-24T18:17:38.234745
29084,2111155,Highpothermia,Retail Marijuana Store,Delegated,Highpothermia,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,741 E 13th Ave,Anchorage Municipality,61.2097987,-149.869411,,,,,2023-04-24T18:17:38.234745
29095,2126889,Scorpion Grass,Retail Marijuana Store,Delegated,Scorpion Grass,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,,,,,,,,,2023-04-24T18:17:38.234745
29266,2127813,Dandelion,Retail Marijuana Store,Active-Operating,Dandelion,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Haines,99827,,,,,,,,,2023-04-24T18:17:38.234745
29341,2128444,Cannabis Cove,Retail Marijuana Store,Active-Operating,Cannabis Cove,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,7198 N Tongass Hwy,Ketchikan Gateway Borough,55.41069700000001,-131.722639,(907) 225-7575,http://www.thecannabiscove.com/,,,2023-04-24T18:17:38.234745
29422,2128909,Dimebag,Retail Marijuana Store,Delegated,Dimebag,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,2343 Birch Lake Dr,Matanuska-Susitna Borough,61.55938,-149.785921,,,,,2023-04-24T18:17:38.234745
29564,1051864,REBEL ROOTS LLC,Retail Marijuana Store,Active-Operating,REBEL ROOTS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,,,,,,,,,2023-04-24T18:17:38.234745
29768,2121975,Higher Dimensions,Retail Marijuana Store,Active-Operating,Higher Dimensions,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,,,,,,,,,2023-04-24T18:17:38.234745
29874,2131856,Smoke Out Point,Retail Marijuana Store,Delegated,Smoke Out Point,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,1044 S Old Glenn Hwy,Matanuska-Susitna Borough,61.5717925,-149.0440702,(907) 230-7956,https://www.kushtopiaoutpost.com/,,,2023-04-24T18:17:38.234745
30153,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Anchorage,209 King Cir,Anchorage Municipality,61.1315807,-149.878443,(907) 243-4372,https://uncleherbs.com/dispensary-locations/anchorage-king-circle/?utm_medium=organic&utm_source=gbp&utm_campaign=website,,,2023-04-24T18:17:38.234745
30156,1038791,UNCLE HERB'S,Retail Marijuana Store,Delegated,UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,44728 Sterling Hwy,Kenai Peninsula Borough,60.47896280000001,-151.0790104,,,,,2023-04-24T18:17:38.234745
30362,2135771,The Pot Shop,Retail Marijuana Store,Delegated,The Pot Shop,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,902 W Northern Lights Blvd,Anchorage Municipality,61.1950113,-149.9011475,,,,,2023-04-24T18:17:38.234745
30459,2136366,Alaskan Grown Cannabis,Retail Marijuana Store,Delegated,Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 1,Anchorage,,,,,,,,,2023-04-24T18:17:38.234745
30563,2136975,Good Vibes Bethel,Retail Marijuana Store,Active-Operating,Good Vibes Bethel,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bethel,99559,,,,,,,,,2023-04-24T18:17:38.234745
30593,2086134,Pipe and Leaf: Premium Alaskan Cannabis,Retail Marijuana Store,Active-Operating,Pipe and Leaf: Premium Alaskan Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,,,,,,,2023-04-24T18:17:38.234745
30783,2124851,Wobbly Moose,Retail Marijuana Store,Active-Pending Inspection,Wobbly Moose,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,,,,,,,2023-04-24T18:17:38.234745
30822,2138622,Copper Nugget,Retail Marijuana Store,Delegated,Copper Nugget,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Laurence Barrett,Addition to,,,,,,,,,2023-04-24T18:17:38.234745
30838,2138318,Stash Cannabis Company,Retail Marijuana Store,Active-Operating,Stash Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Big Lake,,,,,,,,,2023-04-24T18:17:38.234745
30974,2139373,"Green Jar Hatcher Pass, LLC",Retail Marijuana Store,Active-Operating,"Green Jar Hatcher Pass, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,9351 N Palmer-Fishhook Rd,Matanuska-Susitna Borough,61.69019230000001,-149.241083,(907) 631-3800,http://www.thegreenjarak.com/,,,2023-04-24T18:17:38.234745
31005,2139604,Green Growcer,Retail Marijuana Store,Delegated,Green Growcer,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 1 (same as unit A),Anchorage,,,,,,,,,2023-04-24T18:17:38.234745
31417,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Delegated,Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99508,,,,,,,,,2023-04-24T18:17:38.234745
31418,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Active-Operating,Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99517,4707 Spenard Rd,Anchorage Municipality,61.1775385,-149.9400775,(907) 339-9333,http://www.catalystcannabisco.com/spenard,,,2023-04-24T18:17:38.234745
32241,2175221,Arctic Cannabis LLC,Retail Marijuana Store,Delegated,Arctic Cannabis LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit A,Barrow,4326 Laura Madison St,North Slope Borough,71.2981849,-156.7651347,,https://www.akgrowncannabis.com/utqiagvik-barrow,,,2023-04-24T18:17:38.234745
32368,2150305,AK Legend's The Dispensary,Retail Marijuana Store,Delegated,AK Legend's The Dispensary,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,8430 Laviento Dr,Anchorage Municipality,61.14399760000001,-149.8783283,(907) 522-5464,http://kingstreetcannabisco.com/,,,2023-04-24T18:17:38.234745
32662,2152646,High Seas,Retail Marijuana Store,Active-Pending Inspection,High Seas,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,60456 East End Rd,Kenai Peninsula Borough,59.6681603,-151.4473239,,,,,2023-04-24T18:17:38.234745
32759,2153479,Northern Emerald,Retail Marijuana Store,Delegated,Northern Emerald,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Palmer,,,,,,,,,2023-04-24T18:17:38.234745
33305,2157697,Ganja By Sarah,Retail Marijuana Store,Complete,Ganja By Sarah,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,7830 Old Seward Hwy,Anchorage Municipality,61.1495365,-149.8648148,,,,,2023-04-24T18:17:38.234745
33609,2160550,The Culture,Retail Marijuana Store,Active-Pending Inspection,The Culture,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,2301 S Knik Goose Bay Rd,Matanuska-Susitna Borough,61.55676639999999,-149.4852533,(907) 357-4427,http://thecultureak.com/,,,2023-04-24T18:17:38.234745
